bed,bath,car,landSizeM2,floorSizeM2,yearBuilt,saleYearMonth,saleMonth_sin,saleMonth_cos,suburb_price_median_current,count,suburb_price_median_3m,suburb_price_median_6m,suburb_price_median_12m,suburb_txn_count_3m,suburb_txn_count_6m,suburb_volatility_3m,suburb_volatility_6m,suburb_volatility_12m,suburb_delta_3m,suburb_delta_12m,suburb_house_price_median_current,suburb_house_txn_count_current,suburb_house_volatility_current,suburb_house_price_median_3m,suburb_house_price_median_6m,suburb_house_price_median_12m,suburb_house_txn_count_3m,suburb_house_txn_count_6m,suburb_house_volatility_3m,suburb_house_volatility_6m,suburb_house_volatility_12m,suburb_house_delta_3m,suburb_house_delta_12m,suburb_other_price_median_current,suburb_other_txn_count_current,suburb_other_volatility_current,suburb_other_price_median_3m,suburb_other_price_median_6m,suburb_other_price_median_12m,suburb_other_txn_count_3m,suburb_other_txn_count_12m,suburb_other_volatility_3m,suburb_other_volatility_6m,suburb_other_volatility_12m,suburb_other_delta_3m,suburb_other_delta_12m,propertyType,saleType,agency,landUse,developmentZone,ownerType,agencyBrand,street,propertyAgeBand,salePrice
3.0,2.0,2.0,661.0,128.0,1980.0,202310,-0.8660254037844386,0.5000000000000001,1025000.0,39.0,1005000.0,977500.0,940750.0,114.0,209.0,604493.9716202979,530942.1665526842,585279.4598669272,0.1439732142857142,0.0049019607843137,1180000.0,19.0,467124.4058345868,1180000.0,1195000.0,1176000.0,55.0,94.0,632116.7399381931,599322.2521198705,628261.156206776,-0.024793388429752,0.0997204100652375,555000.0,20.0,380974.9819110243,835000.0,859875.0,794000.0,59.0,206.0,510784.1445766312,411423.29393828736,486983.31623283145,-0.2183098591549296,-0.39010989010989,HOUSE,Unknown,Jellis Craig Whitehorse,Detached Dwelling,NRZ3,Owner Occupied,Jellis Craig,Grace Court,21+,1335000.0
3.0,1.0,1.0,604.0,135.0,1965.0,202310,-0.8660254037844386,0.5000000000000001,1025000.0,39.0,1005000.0,977500.0,940750.0,114.0,209.0,604493.9716202979,530942.1665526842,585279.4598669272,0.1439732142857142,0.0049019607843137,1180000.0,19.0,467124.4058345868,1180000.0,1195000.0,1176000.0,55.0,94.0,632116.7399381931,599322.2521198705,628261.156206776,-0.024793388429752,0.0997204100652375,555000.0,20.0,380974.9819110243,835000.0,859875.0,794000.0,59.0,206.0,510784.1445766312,411423.29393828736,486983.31623283145,-0.2183098591549296,-0.39010989010989,HOUSE,Unknown,Other,Detached Dwelling,GRZ1,Owner Occupied,Ray White,Dunlavin Road,21+,1075000.0
4.0,1.0,1.0,612.0,128.0,1970.0,202310,-0.8660254037844386,0.5000000000000001,1025000.0,39.0,1005000.0,977500.0,940750.0,114.0,209.0,604493.9716202979,530942.1665526842,585279.4598669272,0.1439732142857142,0.0049019607843137,1180000.0,19.0,467124.4058345868,1180000.0,1195000.0,1176000.0,55.0,94.0,632116.7399381931,599322.2521198705,628261.156206776,-0.024793388429752,0.0997204100652375,555000.0,20.0,380974.9819110243,835000.0,859875.0,794000.0,59.0,206.0,510784.1445766312,411423.29393828736,486983.31623283145,-0.2183098591549296,-0.39010989010989,HOUSE,Unknown,Unknown,Detached Dwelling,NRZ4,Rented,Other,Mountfield Road,21+,1019000.0
3.0,2.0,2.0,274.0,185.61,2000.0,202310,-0.8660254037844386,0.5000000000000001,1025000.0,39.0,1005000.0,977500.0,940750.0,114.0,209.0,604493.9716202979,530942.1665526842,585279.4598669272,0.1439732142857142,0.0049019607843137,1180000.0,19.0,467124.4058345868,1180000.0,1195000.0,1176000.0,55.0,94.0,632116.7399381931,599322.2521198705,628261.156206776,-0.024793388429752,0.0997204100652375,555000.0,20.0,380974.9819110243,835000.0,859875.0,794000.0,59.0,206.0,510784.1445766312,411423.29393828736,486983.31623283145,-0.2183098591549296,-0.39010989010989,HOUSE,Unknown,Unknown,OYO Subdivided Dwelling,NRZ3,Owner Occupied,Other,Stringyleaf Grove,21+,1145000.0
2.0,1.0,1.0,251.0,101.0,1980.0,202310,-0.8660254037844386,0.5000000000000001,1025000.0,39.0,1005000.0,977500.0,940750.0,114.0,209.0,604493.9716202979,530942.1665526842,585279.4598669272,0.1439732142857142,0.0049019607843137,1180000.0,19.0,467124.4058345868,1180000.0,1195000.0,1176000.0,55.0,94.0,632116.7399381931,599322.2521198705,628261.156206776,-0.024793388429752,0.0997204100652375,555000.0,20.0,380974.9819110243,835000.0,859875.0,794000.0,59.0,206.0,510784.1445766312,411423.29393828736,486983.31623283145,-0.2183098591549296,-0.39010989010989,UNIT,Unknown,Barry Plant Blackburn (Sales),Single Strata Unit/Villa Unit/Townhouse,NRZ4,Owner Occupied,Barry Plant,Cook Road,21+,745000.0
3.0,2.0,2.0,676.0,141.0,1960.0,202310,-0.8660254037844386,0.5000000000000001,1025000.0,39.0,1005000.0,977500.0,940750.0,114.0,209.0,604493.9716202979,530942.1665526842,585279.4598669272,0.1439732142857142,0.0049019607843137,1180000.0,19.0,467124.4058345868,1180000.0,1195000.0,1176000.0,55.0,94.0,632116.7399381931,599322.2521198705,628261.156206776,-0.024793388429752,0.0997204100652375,555000.0,20.0,380974.9819110243,835000.0,859875.0,794000.0,59.0,206.0,510784.1445766312,411423.29393828736,486983.31623283145,-0.2183098591549296,-0.39010989010989,HOUSE,Unknown,Other,Detached Dwelling,NRZ3,Owner Occupied,Other,Heatherdale Road,21+,1010000.0
3.0,2.0,3.0,281.0,90.0,1980.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,UNIT,Unknown,Unknown,Single Strata Unit/Villa Unit/Townhouse,NRZ4,Owner Occupied,Other,Cook Road,21+,280000.0
4.0,3.0,4.0,888.0,348.0,1980.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,HOUSE,Unknown,Barry Plant Blackburn (Sales),Detached Dwelling,NRZ3,Owner Occupied,Barry Plant,Churinga Avenue,21+,1100000.0
4.0,1.0,2.0,611.0,101.0,1970.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,HOUSE,Unknown,Jellis Craig Whitehorse,Detached Dwelling,NRZ4,Owner Occupied,Jellis Craig,Basingstoke Road,21+,1025000.0
3.0,1.0,2.0,996.0,128.0,1970.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,HOUSE,Unknown,Jellis Craig Whitehorse,Detached Dwelling,NRZ3,Rented,Jellis Craig,Brunswick Road,21+,1230000.0
4.0,2.0,2.0,561.0,289.0,2017.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,HOUSE,Unknown,Jellis Craig Whitehorse,Detached Dwelling,NRZ4,Owner Occupied,Jellis Craig,Burnett Street,6–20,2065000.0
3.0,2.0,3.0,650.0,134.0,1980.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,HOUSE,Unknown,Jellis Craig Whitehorse,Detached Dwelling,NRZ1,Owner Occupied,Jellis Craig,Edgerton Road,21+,1275500.0
3.0,1.0,1.0,228.0,105.0,1993.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,UNIT,Unknown,Unknown,Strata Unit or Flat  (Unspecified),GRZ2,Owner Occupied,Other,Rupert Street,21+,811000.0
3.0,2.0,2.0,371.0,128.0,2016.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,OTHER,Nils And Wills,Unknown,Unknown,GRZ2,Unknown,Other,Heatherdale Road,6–20,0.0
2.0,2.0,2.0,962.0,128.0,1980.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,UNIT,Unknown,Unknown,Single Strata Unit/Villa Unit/Townhouse,NRZ3,Owner Occupied,Other,Mitcham Road,21+,670000.0
2.0,1.0,2.0,176.0,81.0,1990.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,UNIT,Unknown,Other,Single Strata Unit/Villa Unit/Townhouse,NRZ3,Owner Occupied,Jellis Craig,Mitcham Road,21+,670000.0
3.0,2.0,2.0,895.0,128.0,1980.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,OTHER,Nils And Wills,Unknown,Unknown,NRZ3,Unknown,Other,Rosstrevor Crescent,21+,0.0
3.0,2.0,3.0,767.0,152.0,1950.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,HOUSE,Unknown,NOEL JONES MITCHAM,Detached Dwelling,NRZ1,Owner Occupied,Noel Jones,Agra Street,21+,1390000.0
4.0,3.0,1.0,310.0,154.0,2011.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,UNIT,Unknown,Jellis Craig Whitehorse,Detached Dwelling,NRZ4,Owner Occupied,Jellis Craig,Andover Avenue,6–20,1060000.0
2.0,1.0,1.0,173.0,71.0,1990.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,UNIT,Unknown,Other,Single Strata Unit/Villa Unit/Townhouse,GRZ2,Owner Occupied,Other,Brunswick Road,21+,640000.0
4.0,2.0,2.0,1093.0,190.0,1980.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,HOUSE,Nils And Wills,Other,Detached Dwelling,NRZ1,Owner Occupied,Other,Fuller Street,21+,0.0
3.0,1.0,2.0,281.0,115.0,1984.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,UNIT,Unknown,Unknown,Single Strata Unit/Villa Unit/Townhouse,NRZ3,Owner Occupied,Other,Simpson Street,21+,1006000.0
3.0,1.0,1.0,582.0,128.0,1970.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,HOUSE,Unknown,Noel Jones Mitcham,Detached Dwelling,GRZ1,Rented,Noel Jones,Hardwood Court,21+,1135000.0
2.0,1.0,2.0,568.0,105.0,1980.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,HOUSE,Unknown,Other,Detached Dwelling,GRZ1,Rented,Ray White,Ormond Avenue,21+,940000.0
2.0,1.0,1.0,3890.0,65.0,2012.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,UNIT,Unknown,Other,OYO Subdivided Flat,MUZ,Rented,Noel Jones,Colombo Street,6–20,385000.0
4.0,1.0,2.0,534.0,128.0,1980.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,HOUSE,Unknown,Woodards Blackburn,Detached Dwelling,GRZ1,Rented,Woodards,Venice Avenue,21+,1180000.0
4.0,2.0,2.0,614.0,128.0,1980.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,HOUSE,Unknown,Barry Plant Blackburn (Sales),Detached Dwelling,NRZ4,Owner Occupied,Barry Plant,Rye Street,21+,1105000.0
3.0,2.0,2.0,591.0,135.0,1980.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,HOUSE,Unknown,Barry Plant Blackburn,Detached Dwelling,NRZ3,Owner Occupied,Barry Plant,Carween Avenue,21+,1452500.0
4.0,2.0,2.0,588.0,150.0,1965.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,HOUSE,Unknown,Jellis Craig Whitehorse,Detached Dwelling,NRZ3,Owner Occupied,Jellis Craig,Churinga Avenue,21+,1170000.0
4.0,1.0,1.0,446.0,195.0,1930.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,HOUSE,Unknown,Jellis Craig Whitehorse,Detached Dwelling,NRZ4,Rented,Jellis Craig,Fellows Street,21+,1510000.0
2.0,2.0,2.0,1468.0,128.0,1976.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,OTHER,Nils And Wills,Unknown,Strata Unit or Flat  (Unspecified),RGZ1,Unknown,Other,Harrison Street,21+,0.0
3.0,2.0,2.0,246.0,170.0,2003.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,UNIT,Unknown,Other,OYO Subdivided Dwelling,NRZ3,Rented,Jellis Craig,Woodlands Grove,6–20,1080000.0
2.0,2.0,2.0,499.0,128.0,1975.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,UNIT,Unknown,Unknown,Single Strata Unit/Villa Unit/Townhouse,GRZ2,Owner Occupied,Other,Brunswick Road,21+,455000.0
2.0,1.0,1.0,106.0,60.0,1975.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,UNIT,Unknown,FLETCHERS BLACKBURN,Single Strata Unit/Villa Unit/Townhouse,GRZ2,Rented,Fletchers,Brunswick Road,21+,455000.0
4.0,2.0,2.0,651.0,229.0,1990.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,HOUSE,Unknown,Jellis Craig Whitehorse,Detached Dwelling,NRZ1,Owner Occupied,Jellis Craig,Manorwood Place,21+,1372000.0
1.0,1.0,1.0,3890.0,42.0,2012.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,APARTMENT,Unknown,Ray White Real Estate Mitcham,OYO Subdivided Flat,MUZ,Rented,Ray White,Colombo Street,6–20,295000.0
2.0,1.0,1.0,1369.0,112.0,1970.0,202309,-1.0,-1.8369701987210294e-16,1005000.0,45.0,928500.0,939250.0,940750.0,107.0,220.0,631761.5351826289,556683.2049133991,576934.3001438229,-0.0683661645422942,0.0161779575328615,1175000.0,22.0,678262.4912485078,1210000.0,1193500.0,1165000.0,53.0,97.0,705243.2411328735,624675.4165875345,602081.3858138503,-0.0447154471544715,0.066878286893105,911000.0,23.0,705608.727191868,835000.0,859875.0,832500.0,54.0,208.0,493975.2469737805,447612.4962245825,493618.4501837623,0.001098901098901,0.1947540983606557,UNIT,Unknown,Unknown,Single Strata Unit/Villa Unit/Townhouse,GRZ2,Owner Occupied,Other,Doncaster East Road,21+,555000.0
