bed,bath,car,landSizeM2,floorSizeM2,yearBuilt,saleYearMonth,suburb_price_median_current,count,std,suburb_price_median_3m,suburb_price_median_6m,suburb_price_median_12m,suburb_txn_count_3m,suburb_txn_count_6m,suburb_txn_count_12m,suburb_volatility_3m,suburb_volatility_6m,suburb_volatility_12m,suburb_delta_3m,suburb_delta_12m,rel_price_vs_suburb_median,rel_street_effect,propertyType,saleType,agency,landUse,developmentZone,ownerType,agencyBrand,street,propertyAgeBand
3.0,1.0,2.0,724.0,92.0,1950.0,202508,1071000.0,26,391332.7725173984,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.2923564976,437791.164060012,526402.1923617971,0.0448780487804878,0.2526315789473683,0.8403361344537815,0.908872588023495,HOUSE,Pending Settlement Advice,Barry Plant - Blackburn,Detached Dwelling,NRZ1,Owner Occupied,Barry Plant,Quarry Road,21+
3.0,2.0,2.0,294.0,159.0,2015.0,202508,1071000.0,26,391332.7725173984,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.2923564976,437791.164060012,526402.1923617971,0.0448780487804878,0.2526315789473683,1.1671335200746966,1.363925330545793,UNIT,Pending Settlement Advice,Other,Strata Unit or Flat  (Unspecified),NRZ3,Owner Occupied,Barry Plant,Ian Crescent,6–20
4.0,2.0,2.0,728.0,199.0,2008.0,202508,1071000.0,26,391332.7725173984,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.2923564976,437791.164060012,526402.1923617971,0.0448780487804878,0.2526315789473683,1.5070028011204482,1.123637937191327,HOUSE,Pending Settlement Advice,Barry Plant - Blackburn,Detached Dwelling,GRZ1,Owner Occupied,Barry Plant,Gillies Street,6–20
3.0,2.0,1.0,195.0,144.0,2000.0,202508,1071000.0,26,391332.7725173984,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.2923564976,437791.164060012,526402.1923617971,0.0448780487804878,0.2526315789473683,0.7936507936507936,,UNIT,Pending Settlement Advice,Barry Plant - Blackburn,Detached Dwelling (existing),NRZ3,Owner Occupied,Barry Plant,Mintleaf Grove,21+
2.0,1.0,1.0,71.0,81.0,1970.0,202508,1071000.0,26,391332.7725173984,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.2923564976,437791.164060012,526402.1923617971,0.0448780487804878,0.2526315789473683,0.5742296918767507,0.7925468236529847,UNIT,Pending Settlement Advice,Other,Single Strata Unit/Villa Unit/Townhouse,NRZ1,Rented,Woodards,Mitcham Road,21+
2.0,2.0,1.0,3890.0,64.0,2012.0,202508,1071000.0,26,391332.7725173984,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.2923564976,437791.164060012,526402.1923617971,0.0448780487804878,0.2526315789473683,0.3874883286647992,0.3424114818991496,UNIT,Pending Settlement Advice,Barry Plant Blackburn,Strata Unit or Flat  (Unspecified),MUZ,Rented,Barry Plant,Colombo Street,6–20
3.0,1.0,1.0,354.0,128.0,1980.0,202508,1071000.0,26,391332.7725173984,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.2923564976,437791.164060012,526402.1923617971,0.0448780487804878,0.2526315789473683,0.7703081232492998,0.784076341766501,HOUSE,Pending Settlement Advice,Barry Plant - Blackburn,Unknown,GRZ2,Rented,Barry Plant,Forster Street,21+
4.0,2.0,2.0,651.0,124.0,1980.0,202508,1071000.0,26,391332.7725173984,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.2923564976,437791.164060012,526402.1923617971,0.0448780487804878,0.2526315789473683,1.3445378151260503,,HOUSE,Pending Settlement Advice,Jellis Craig - Whitehorse,Unknown,NRZ1,Owner Occupied,Jellis Craig,Haddon Court,21+
3.0,1.0,1.0,395.0,106.0,1950.0,202508,1071000.0,26,391332.7725173984,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.2923564976,437791.164060012,526402.1923617971,0.0448780487804878,0.2526315789473683,1.0681605975723625,0.8114895672891513,HOUSE,Pending Settlement Advice,Noel Jones Whitehorse,Detached Dwelling (existing),NRZ3,Owner Occupied,Noel Jones,Rupert Street,21+
3.0,1.0,1.0,536.0,105.0,1980.0,202508,1071000.0,26,391332.7725173984,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.2923564976,437791.164060012,526402.1923617971,0.0448780487804878,0.2526315789473683,0.9822595704948646,,HOUSE,Pending Settlement Advice,Barry Plant - Blackburn,Detached Dwelling (existing),GRZ1,Owner Occupied,Barry Plant,Shirley Court,21+
3.0,2.0,2.0,476.0,141.0,1980.0,202508,1071000.0,26,391332.7725173984,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.2923564976,437791.164060012,526402.1923617971,0.0448780487804878,0.2526315789473683,1.0989729225023344,1.66280297038231,UNIT,Pending Settlement Advice,Other,Strata Unit or Flat  (Unspecified),GRZ2,Owner Occupied,Other,Whitehorse Road,21+
2.0,1.0,1.0,809.0,77.0,2012.0,202508,1071000.0,26,391332.7725173984,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.2923564976,437791.164060012,526402.1923617971,0.0448780487804878,0.2526315789473683,0.4663865546218487,0.5991842885753152,UNIT,Pending Settlement Advice,Other,Townhouse,GRZ2,Owner Occupied,Other,Church Street,6–20
2.0,1.0,1.0,535.0,76.0,2020.0,202508,1071000.0,26,391332.7725173984,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.2923564976,437791.164060012,526402.1923617971,0.0448780487804878,0.2526315789473683,0.5415499533146592,0.7927019122235978,UNIT,Pending Settlement Advice,Other,Unknown,Unknown,Owner Occupied,Woodards,Mitcham Road,0–5
2.0,1.0,1.0,238.0,102.0,1970.0,202508,1071000.0,26,391332.7725173984,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.2923564976,437791.164060012,526402.1923617971,0.0448780487804878,0.2526315789473683,0.803921568627451,1.3186591498962912,UNIT,Pending Settlement Advice,Jellis Craig - Whitehorse,Strata Unit or Flat  (Unspecified),RGZ1,Owner Occupied,Jellis Craig,Harrison Street,21+
3.0,1.0,2.0,415.0,105.2,1985.0,202508,1071000.0,26,391332.7725173984,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.2923564976,437791.164060012,526402.1923617971,0.0448780487804878,0.2526315789473683,0.8636788048552755,0.9081645658501322,UNIT,Pending Settlement Advice,Other,Strata Unit or Flat  (Unspecified),NRZ1,Owner Occupied,Other,Quarry Road,21+
4.0,2.0,2.0,535.0,128.0,1980.0,202508,1071000.0,26,391332.7725173984,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.2923564976,437791.164060012,526402.1923617971,0.0448780487804878,0.2526315789473683,1.2436974789915969,0.8704508086969286,OTHER,Pending Settlement Advice,Unknown,Unknown,Unknown,Unknown,Other,Hopetoun Street,21+
5.0,2.0,1.0,853.0,224.0,1980.0,202507,865000.0,17,293827.43034565274,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.1339173967459324,0.1061381074168799,0.0,1.1433898076626987,HOUSE,Nils And Wills,Other,Detached Dwelling (existing),GRZ1,Owner Occupied,Other,Milne Street,21+
2.0,1.0,1.0,215.0,105.0,1993.0,202507,865000.0,17,293827.43034565274,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.1339173967459324,0.1061381074168799,1.0173410404624277,1.225169410191579,UNIT,Pending Settlement Advice,Other,Detached Dwelling (existing),GRZ2,Owner Occupied,Other,Simpson Street,21+
4.0,2.0,2.0,725.0,128.0,1980.0,202507,865000.0,17,293827.43034565274,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.1339173967459324,0.1061381074168799,1.0520231213872833,1.1796938621639672,HOUSE,Unknown,Other,Detached Dwelling,NRZ1,Owner Occupied,Jellis Craig,Somers Street,21+
3.0,1.0,1.0,340.0,104.31,1975.0,202507,865000.0,17,293827.43034565274,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.1339173967459324,0.1061381074168799,1.0,0.9504320197648202,HOUSE,Pending Settlement Advice,Noel Jones Whitehorse,Unknown,NRZ3,Owner Occupied,Noel Jones,Warnes Road,21+
2.0,2.0,2.0,962.0,128.0,1980.0,202507,865000.0,17,293827.43034565274,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.1339173967459324,0.1061381074168799,0.8670520231213873,0.7919485892119357,UNIT,Unknown,Unknown,Single Strata Unit/Villa Unit/Townhouse,NRZ3,Owner Occupied,Other,Mitcham Road,21+
2.0,1.0,1.0,186.0,128.0,1980.0,202507,865000.0,17,293827.43034565274,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.1339173967459324,0.1061381074168799,0.8670520231213873,0.7919485892119357,UNIT,Unknown,Harcourts Vermont South,Single Strata Unit/Villa Unit/Townhouse,NRZ3,Owner Occupied,Harcourts,Mitcham Road,21+
3.0,2.0,2.0,364.0,108.0,1980.0,202507,865000.0,17,293827.43034565274,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.1339173967459324,0.1061381074168799,1.0,1.0437455965315563,UNIT,Pending Settlement Advice,Noel Jones Whitehorse,Detached Dwelling,NRZ3,Owner Occupied,Noel Jones,Linlithgow Street,21+
3.0,2.0,1.0,557.0,120.0,1950.0,202507,865000.0,17,293827.43034565274,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.1339173967459324,0.1061381074168799,1.084393063583815,0.7423011868312138,UNIT,Pending Settlement Advice,Barry Plant - Blackburn,Single Strata Unit/Villa Unit/Townhouse,NRZ1,Rented,Barry Plant,Tourello Street,21+
3.0,1.0,4.0,613.0,128.0,1980.0,202507,865000.0,17,293827.43034565274,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.1339173967459324,0.1061381074168799,1.4335260115606936,1.0895479357539135,HOUSE,Unknown,Other,Detached Dwelling,NRZ4,Owner Occupied,Other,Mountfield Road,21+
2.0,1.0,1.0,69.0,63.0,1965.0,202507,865000.0,17,293827.43034565274,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.1339173967459324,0.1061381074168799,0.6358381502890174,0.862557476027755,UNIT,Pending Settlement Advice,Barry Plant - Blackburn,Single Strata Unit/Villa Unit/Townhouse,NRZ3,Owner Occupied,Barry Plant,Orient Avenue,21+
4.0,1.0,2.0,655.0,156.0,1980.0,202507,865000.0,17,293827.43034565274,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.1339173967459324,0.1061381074168799,1.2890173410404624,0.8831602928032687,HOUSE,Pending Settlement Advice,Other,Detached Dwelling (existing),NRZ3,Owner Occupied,Other,Hopetoun Street,21+
2.0,2.0,1.0,115.0,78.0,2000.0,202507,865000.0,17,293827.43034565274,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.1339173967459324,0.1061381074168799,0.7514450867052023,0.7521868879786111,UNIT,Pending Settlement Advice,Barry Plant - Blackburn,Single Strata Unit/Villa Unit/Townhouse,NRZ4,Rented,Barry Plant,Doncaster East Road,21+
4.0,1.0,1.0,542.0,146.0,1967.0,202507,865000.0,17,293827.43034565274,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.1339173967459324,0.1061381074168799,1.5364161849710982,0.9874860851345992,HOUSE,Pending Settlement Advice,Jellis Craig - Whitehorse,Detached Dwelling,GRZ1,Owner Occupied,Jellis Craig,Venice Avenue,21+
3.0,1.0,1.0,398.0,114.0,1999.0,202507,865000.0,17,293827.43034565274,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.1339173967459324,0.1061381074168799,1.0601156069364162,1.0671179536996602,UNIT,Unknown,Jellis Craig - Whitehorse,Single Strata Unit/Villa Unit/Townhouse,GRZ2,Owner Occupied,Jellis Craig,Creek Road,21+
3.0,3.0,1.0,155.0,132.0,2013.0,202507,865000.0,17,293827.43034565274,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.1339173967459324,0.1061381074168799,0.9907514450867052,0.7497489321943301,UNIT,Unknown,Noel Jones Whitehorse,OYO Unit,NRZ4,Owner Occupied,Noel Jones,Doncaster East Road,6–20
4.0,2.0,3.0,262.0,132.0,1970.0,202507,865000.0,17,293827.43034565274,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.1339173967459324,0.1061381074168799,1.069364161849711,0.7358348650284731,UNIT,Pending Settlement Advice,Other,Townhouse,NRZ3,Owner Occupied,Other,Heatherdale Road,21+
2.0,1.0,1.0,78.0,69.0,1960.0,202507,865000.0,17,293827.43034565274,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.1339173967459324,0.1061381074168799,0.7572254335260116,1.0715708258654275,UNIT,Pending Settlement Advice,Other,Single Strata Unit/Villa Unit/Townhouse,GRZ2,Rented,Other,Creek Road,21+
2.0,1.0,1.0,130.0,80.0,1976.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,0.6239364719228587,1.3227947150109511,UNIT,Pending Settlement Advice,Barry Plant - Blackburn,Strata Unit or Flat  (Unspecified),RGZ1,Owner Occupied,Barry Plant,Harrison Street,21+
4.0,2.0,3.0,648.0,177.0,1975.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,1.712989222915485,0.958534412819016,HOUSE,Pending Settlement Advice,Barry Plant - Blackburn,Detached Dwelling (existing),NRZ3,Owner Occupied,Barry Plant,Chasta Crescent,21+
3.0,1.0,1.0,275.0,110.0,1960.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,1.0187180941576857,1.4487519883480773,UNIT,Unknown,Jellis Craig - Whitehorse,Single Strata Unit/Villa Unit/Townhouse,NRZ3,Owner Occupied,Jellis Craig,Glenburnie Road,21+
3.0,1.0,2.0,627.0,105.0,1982.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,1.4180374361883157,0.8496529854514098,HOUSE,Unknown,Other,Detached Dwelling,NRZ3,Rented,Jellis Craig,Good Governs Street,21+
2.0,1.0,1.0,101.0,85.0,1972.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,0.7441860465116279,0.8985087411932723,UNIT,Unknown,Other,Single Strata Unit/Villa Unit/Townhouse,GRZ2,Rented,Other,Percy Street,21+
2.0,1.0,1.0,3180.0,51.0,2011.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,0.391378332387975,1.6676278285232395,APARTMENT,Unknown,Other,OYO Subdivided Flat,RGZ2,Rented,Noel Jones,Whitehorse Road,6–20
2.0,1.0,2.0,137.0,114.0,2000.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,0.8349404424276801,1.665360727886631,UNIT,Unknown,Other,Single Strata Unit/Villa Unit/Townhouse,RGZ1,Rented,Noel Jones,Whitehorse Road,21+
1.0,1.0,1.0,3890.0,40.0,2012.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,0.3289846851956892,0.343775941357565,APARTMENT,Unknown,Barry Plant - Blackburn,OYO Subdivided Flat,MUZ,Rented,Barry Plant,Colombo Street,6–20
3.0,2.0,2.0,7874.0,128.0,1980.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,0.8111174134997164,1.0730889003980202,BUSINESS: TRANSPORT & STORAGE,Unknown,Unknown,Other,IN3Z,Unknown,Other,Cook Road,21+
2.0,1.0,1.0,139.0,71.0,1990.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,0.7111605218377766,0.7317469391642092,UNIT,Unknown,Other,Single Strata Unit/Villa Unit/Townhouse,GRZ2,Rented,Woodards,Brunswick Road,21+
4.0,2.0,2.0,639.0,150.0,1980.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,1.4520703346568349,1.2519953138590008,HOUSE,Unknown,Other,Detached Dwelling,NRZ1,Owner Occupied,Other,Sharrow Road,21+
2.0,2.0,1.0,116.0,75.0,2006.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,0.7941009642654566,0.7515980421971014,UNIT,Unknown,Barry Plant Manningham,Single Strata Unit/Villa Unit/Townhouse,NRZ4,Rented,Barry Plant,Doncaster East Road,6–20
2.0,1.0,1.0,266.0,105.0,1984.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,0.8905275099262621,1.131165781810885,UNIT,Unknown,Other,Single Strata Unit/Villa Unit/Townhouse,NRZ3,Rented,Barry Plant,Cochrane Street,21+
2.0,2.0,2.0,1007.0,128.0,1970.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,0.7260351673284174,1.0718257365270554,UNIT,Unknown,Unknown,Single Strata Unit/Villa Unit/Townhouse,GRZ2,Owner Occupied,Other,Creek Road,21+
2.0,1.0,1.0,88.0,88.0,1970.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,0.7260351673284174,1.0718257365270554,UNIT,Unknown,Noel Jones Whitehorse,Single Strata Unit/Villa Unit/Townhouse,GRZ2,Rented,Noel Jones,Creek Road,21+
4.0,2.0,2.0,809.0,143.0,1960.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,1.3613159387407827,0.8083819740512076,HOUSE,Unknown,Other,Detached Dwelling,NRZ3,Owner Occupied,Harcourts,Rupert Street,21+
3.0,2.0,1.0,359.0,128.0,2009.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,1.196823596142938,0.7422111334011638,HOUSE,Pending Settlement Advice,Jellis Craig - Whitehorse,Detached Dwelling (existing),NRZ4,Owner Occupied,Jellis Craig,Cobham Road,6–20
3.0,2.0,1.0,491.0,115.0,1980.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,1.4305161656267726,1.136098557250056,HOUSE,Unknown,Jellis Craig - Whitehorse,Detached Dwelling,GRZ1,Owner Occupied,Jellis Craig,Peel Street,21+
4.0,2.0,2.0,567.0,300.0,2012.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,2.179239931934203,1.1045921355341035,HOUSE,Pending Settlement Advice,Jellis Craig - Whitehorse,Vacant Residential Dwelling Site/Surveyed Lot,NRZ3,Owner Occupied,Jellis Craig,Walwa Street,6–20
2.0,2.0,2.0,389.0,128.0,1980.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,1.1639251276233693,1.3164646734339616,UNIT,Unknown,Unknown,Single Strata Unit/Villa Unit/Townhouse,RGZ1,Owner Occupied,Other,Harrison Street,21+
3.0,2.0,2.0,472.0,146.0,1980.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,1.1639251276233693,1.3164646734339616,UNIT,Unknown,Noel Jones Whitehorse,Single Strata Unit/Villa Unit/Townhouse,RGZ1,Owner Occupied,Noel Jones,Harrison Street,21+
2.0,1.0,1.0,1784.0,68.4,2014.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,0.4963131026659104,0.7933333049540825,APARTMENT,Unknown,Noel Jones Whitehorse,OYO Subdivided Flat,C1Z,Owner Occupied,Noel Jones,Mitcham Road,6–20
2.0,1.0,2.0,249.0,93.0,2006.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,0.9551900170164492,1.0707335955296748,UNIT,Unknown,Other,Single Strata Unit/Villa Unit/Townhouse,NRZ4,Rented,Other,Cook Road,6–20
5.0,2.0,2.0,603.0,115.0,1950.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,2.688598979013046,1.2359868772401306,HOUSE,Pending Settlement Advice,Jellis Craig - Whitehorse,Detached Dwelling,NRZ3,Owner Occupied,Jellis Craig,Owen Street,21+
5.0,2.0,2.0,280.0,180.0,1965.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,1.542824730572887,1.274799138243859,UNIT,Unknown,Other,Single Strata Unit/Villa Unit/Townhouse,NRZ3,Owner Occupied,Other,Valency Court,21+
4.0,3.0,2.0,321.0,128.0,1980.0,202506,881500.0,32,469577.0042970383,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,-0.2592436974789915,-0.0521505376344085,1.369824163357913,0.9384471326977578,HOUSE,Pending Settlement Advice,Other,Unknown,NRZ3,Owner Occupied,Other,Warnes Road,21+
